"","title","author","subject","abstract","meta"
"81","Mysterious and Manipulative Black Boxes: A Qualitative Analysis of Perceptions on Recommender Systems","Jukka Ruohonen","Human-Computer Interaction (cs.HC)","Abstract:Recommender systems are used to provide relevant suggestions on various matters. Although these systems are a classical research topic, knowledge is still limited regarding the public opinion about these systems. Public opinion is also important because the systems are known to cause various problems. To this end, this paper presents a qualitative analysis of the perceptions of ordinary citizens, civil society groups, businesses, and others on recommender systems in Europe. The dataset examined is based on the answers submitted to a consultation about the Digital Services Act (DSA) recently enacted in the European Union (EU). Therefore, not only does the paper contribute to the pressing question about regulating new technologies and online platforms, but it also reveals insights about the policy-making of the DSA. According to the qualitative results, Europeans have generally negative opinions about recommender systems and the quality of their recommendations. The systems are widely seen to violate privacy and other fundamental rights. According to many Europeans, these also cause various societal problems, including even threats to democracy. Furthermore, existing regulations in the EU are commonly seen to have failed due to a lack of proper enforcement. Numerous suggestions were made by the respondents to the consultation for improving the situation, but only a few of these ended up to the DSA.","Mon, 20 Feb 2023 11:57:12 UTC (70 KB)[v2] Fri, 15 Sep 2023 02:40:42 UTC (71 KB)[v3] Wed, 25 Oct 2023 04:59:02 UTC (73 KB)[v4] Wed, 1 Nov 2023 06:20:52 UTC (75 KB)"
"82","Beyond Transactional Democracy: A Study of Civic Tech in Canada","Curtis W McCord, Christoph Becker","Computers and Society (cs.CY)","Abstract:Technologies are increasingly enrolled in projects to involve civilians in the work of policy-making, often under the label of 'civic technology'. But conventional forms of participation through transactions such as voting provide limited opportunities for engagement. In response, some civic tech groups organize around issues of shared concern to explore new forms of democratic technologies. How does their work affect the relationship between publics and public servants?
This paper explores how a Civic Tech Toronto creates a platform for civic engagement through the maintenance of an autonomous community for civic engagement and participation that is casual, social, nonpartisan, experimental, and flexible. Based on two years of action research, including community organizing, interviews, and observations, this paper shows how this grassroots civic tech group creates a civic platform that places a diverse range of participants in contact with the work of public servants, helping to build capacities and relationships that prepare both publics and public servants for the work of participatory democracy.
The case shows that understanding civic tech requires a lens beyond the mere analysis or production of technical artifacts. As a practice for making technologies that is social and participatory, civic tech creates alternative modes of technology development and opportunities for experimentation and learning, and it can reconfigure the roles of democratic participants.","Mon, 13 Feb 2023 19:31:13 UTC (15,572 KB)"
"83","Auditing Recommender Systems -- Putting the DSA into practice with a risk-scenario-based approach","Anna-Katharina Meßmer, Martin Degeling","Computers and Society (cs.CY)","Abstract:Today's online platforms rely heavily on recommendation systems to serve content to their users; social media is a prime example. In turn, recommendation systems largely depend on artificial intelligence algorithms to decide who gets to see what. While the content social media platforms deliver is as varied as the users who engage with them, it has been shown that platforms can contribute to serious harm to individuals, groups and societies. Studies have suggested that these negative impacts range from worsening an individual's mental health to driving society-wide polarisation capable of putting democracies at risk. To better safeguard people from these harms, the European Union's Digital Services Act (DSA) requires platforms, especially those with large numbers of users, to make their algorithmic systems more transparent and follow due diligence obligations. These requirements constitute an important legislative step towards mitigating the systemic risks posed by online platforms. However, the DSA lacks concrete guidelines to operationalise a viable audit process that would allow auditors to hold these platforms accountable. This void could foster the spread of 'audit-washing', that is, platforms exploiting audits to legitimise their practices and neglect responsibility.
To fill this gap, we propose a risk-scenario-based audit process. We explain in detail what audits and assessments of recommender systems according to the DSA should look like. Our approach also considers the evolving nature of platforms and emphasises the observability of their recommender systems' components. The resulting audit facilitates internal (among audits of the same system at different moments in time) and external comparability (among audits of different platforms) while also affording the evaluation of mitigation measures implemented by the platforms themselves.","Thu, 9 Feb 2023 10:48:37 UTC (1,757 KB)"
"84","'Generative CI' through Collective Response Systems","Aviv Ovadya","Human-Computer Interaction (cs.HC)","Abstract:How can many people (who may disagree) come together to answer a question or make a decision? ""Collective response systems"" are a type of generative collective intelligence (CI) facilitation process meant to address this challenge. They enable a form of ""generative voting"", where both the votes, and the choices of what to vote on, are provided by the group. Such systems overcome the traditional limitations of polling, town halls, standard voting, referendums, etc. The generative CI outputs of collective response systems can also be chained together into iterative ""collective dialogues"", analogously to some kinds of generative AI.
Technical advances across domains including recommender systems, language models, and human-computer interaction have led to the development of innovative and scalable collective response systems. For example, Polis has been used around the world to support policy-making at different levels of government, and Remesh has been used by the UN to understand the challenges and needs of ordinary people across war-torn countries. This paper aims to develop a shared language by defining the structure, processes, properties, and principles of such systems.
Collective response systems allow non-confrontational exploration of divisive issues, help identify common ground, and elicit insights from those closest to the issues. As a result, they can help overcome gridlock around conflict and governance challenges, increase trust, and develop mandates. Continued progress toward their development and adoption could help revitalize democracies, reimagine corporate governance, transform conflict, and govern powerful AI systems -- both as a complement to deeper deliberative democratic processes and as an option where deeper processes are not applicable or possible.","Wed, 1 Feb 2023 18:59:02 UTC (15 KB)"
"85","The Touché23-ValueEval Dataset for Identifying Human Values behind Arguments","Nailia Mirzakhmedova, Johannes Kiesel, Milad Alshomary, Maximilian Heinrich, Nicolas Handke, Xiaoni Cai, Barriere Valentin, Doratossadat Dastgheib, Omid Ghahroodi, Mohammad Ali Sadraei, Ehsaneddin Asgari, Lea Kawaletz, Henning Wachsmuth, Benno Stein","Computation and Language (cs.CL)","Abstract:We present the Touché23-ValueEval Dataset for Identifying Human Values behind Arguments. To investigate approaches for the automated detection of human values behind arguments, we collected 9324 arguments from 6 diverse sources, covering religious texts, political discussions, free-text arguments, newspaper editorials, and online democracy platforms. Each argument was annotated by 3 crowdworkers for 54 values. The Touché23-ValueEval dataset extends the Webis-ArgValues-22. In comparison to the previous dataset, the effectiveness of a 1-Baseline decreases, but that of an out-of-the-box BERT model increases. Therefore, though the classification difficulty increased as per the label distribution, the larger dataset allows for training better models.","Tue, 31 Jan 2023 17:15:33 UTC (1,287 KB)"
"86","Characterizing Polarization in Social Networks using the Signed Relational Latent Distance Model","Nikolaos Nakis, Abdulkadir Çelikkanat, Louis Boucherie, Christian Djurhuus, Felix Burmester, Daniel Mathias Holmelund, Monika Frolcová, Morten Mørup","Machine Learning (stat.ML)","Abstract:Graph representation learning has become a prominent tool for the characterization and understanding of the structure of networks in general and social networks in particular. Typically, these representation learning approaches embed the networks into a low-dimensional space in which the role of each individual can be characterized in terms of their latent position. A major current concern in social networks is the emergence of polarization and filter bubbles promoting a mindset of ""us-versus-them"" that may be defined by extreme positions believed to ultimately lead to political violence and the erosion of democracy. Such polarized networks are typically characterized in terms of signed links reflecting likes and dislikes. We propose the latent Signed relational Latent dIstance Model (SLIM) utilizing for the first time the Skellam distribution as a likelihood function for signed networks and extend the modeling to the characterization of distinct extreme positions by constraining the embedding space to polytopes. On four real social signed networks of polarization, we demonstrate that the model extracts low-dimensional characterizations that well predict friendships and animosity while providing interpretable visualizations defined by extreme positions when endowing the model with an embedding space restricted to polytopes.","Mon, 23 Jan 2023 16:01:26 UTC (12,469 KB)[v2] Sat, 28 Jan 2023 14:26:50 UTC (12,469 KB)[v3] Fri, 3 Mar 2023 14:30:23 UTC (19,444 KB)"
"87","Collective Privacy Recovery: Data-sharing Coordination via Decentralized Artificial Intelligence","Evangelos Pournaras, Mark Christopher Ballandies, Stefano Bennati, Chien-fei Chen","Artificial Intelligence (cs.AI)","Abstract:Collective privacy loss becomes a colossal problem, an emergency for personal freedoms and democracy. But, are we prepared to handle personal data as scarce resource and collectively share data under the doctrine: as little as possible, as much as necessary? We hypothesize a significant privacy recovery if a population of individuals, the data collective, coordinates to share minimum data for running online services with the required quality. Here we show how to automate and scale-up complex collective arrangements for privacy recovery using decentralized artificial intelligence. For this, we compare for first time attitudinal, intrinsic, rewarded and coordinated data sharing in a rigorous living-lab experiment of high realism involving >27,000 real data disclosures. Using causal inference and cluster analysis, we differentiate criteria predicting privacy and five key data-sharing behaviors. Strikingly, data-sharing coordination proves to be a win-win for all: remarkable privacy recovery for people with evident costs reduction for service providers.","Sun, 15 Jan 2023 01:36:46 UTC (9,181 KB)[v2] Mon, 10 Jul 2023 21:51:34 UTC (9,161 KB)"
"88","Deep Breath: A Machine Learning Browser Extension to Tackle Online Misinformation","Marc Kydd, Lynsay A. Shepherd","Human-Computer Interaction (cs.HC)","Abstract:Over the past decade, the media landscape has seen a radical shift. As more of the public stay informed of current events via online sources, competition has grown as outlets vie for attention. This competition has prompted some online outlets to publish sensationalist and alarmist content to grab readers' attention. Such practices may threaten democracy by distorting the truth and misleading readers about the nature of events. This paper proposes a novel system for detecting, processing, and warning users about misleading content online to combat the threats posed by misinformation. By training a machine learning model on an existing dataset of 32,000 clickbait news article headlines, the model predicts how sensationalist a headline is and then interfaces with a web browser extension which constructs a unique content warning notification based on existing design principles and incorporates the models' prediction. This research makes a novel contribution to machine learning and human-centred security with promising findings for future research. By warning users when they may be viewing misinformation, it is possible to prevent spontaneous reactions, helping users to take a deep breath and approach online media with a clear mind.","Mon, 9 Jan 2023 12:43:58 UTC (6,482 KB)"
"89","A Continent-Wide Assessment of Cyber Vulnerability Across Africa","Abdijabar Yussuf Mohamed, Samuel Kang'ara Kamau","Cryptography and Security (cs.CR)","Abstract:As the internet penetration rate in Africa increases, so does the proliferation of the Internet of Things (IoT) devices. Along with this growth in internet access is the risk of cyberattacks to vulnerable IoT devices mushrooming in the African cyberspace. One way to determine IoT vulnerabilities is to find open ports within Africa s cyberspace. Our research leverages Shodan search engine, a powerful tool for discovering IoT devices facing the public internet, to find open ports across Africa. We conduct an analysis of our findings, ranking countries from most to least vulnerable to cyberattack. We find that South Africa,Tunisia, Morocco, Egypt, and Nigeria are the five countries most susceptible to cyberattack on the continent. Further, 69.8% of devices having one of the five most commonly open internet ports have had past documented vulnerabilities. Following our analysis, we conclude with policy recommendations for both the public and private sector.","Sun, 8 Jan 2023 10:00:11 UTC (1,623 KB)"
"90","Measuring a Priori Voting Power -- Taking Delegations Seriously","Rachael Colley, Théo Delemazure, Hugo Gilbert","Multiagent Systems (cs.MA)","Abstract:We introduce new power indices to measure the a priori voting power of voters in liquid democracy elections where an underlying network restricts delegations. We argue that our power indices are natural extensions of the standard Penrose-Banzhaf index in simple voting games. We show that computing the criticality of a voter is #P-hard even when voting weights are polynomially-bounded in the size of the instance. However, for specific settings, such as when the underlying network is a bipartite or complete graph, recursive formulas can compute these indices for weighted voting games in pseudo-polynomial time. We highlight their theoretical properties and provide numerical results to illustrate how restricting the possible delegations can alter voters' voting power.","Fri, 6 Jan 2023 11:16:57 UTC (667 KB)[v2] Mon, 9 Jan 2023 07:35:38 UTC (117 KB)[v3] Wed, 11 Jan 2023 14:59:48 UTC (117 KB)[v4] Mon, 15 May 2023 09:13:25 UTC (387 KB)"
"91","On Safe and Usable Chatbots for Promoting Voter Participation","Bharath Muppasani, Vishal Pallagani, Kausik Lakkaraju, Shuge Lei, Biplav Srivastava, Brett Robertson, Andrea Hickerson, Vignesh Narayanan","Human-Computer Interaction (cs.HC)","Abstract:Chatbots, or bots for short, are multi-modal collaborative assistants that can help people complete useful tasks. Usually, when chatbots are referenced in connection with elections, they often draw negative reactions due to the fear of mis-information and hacking. Instead, in this paper, we explore how chatbots may be used to promote voter participation in vulnerable segments of society like senior citizens and first-time voters. In particular, we build a system that amplifies official information while personalizing it to users' unique needs transparently. We discuss its design, build prototypes with frequently asked questions (FAQ) election information for two US states that are low on an ease-of-voting scale, and report on its initial evaluation in a focus group. Our approach can be a win-win for voters, election agencies trying to fulfill their mandate and democracy at large.","Fri, 16 Dec 2022 08:07:51 UTC (5,072 KB)[v2] Wed, 28 Dec 2022 08:09:45 UTC (5,081 KB)"
"92","Liquid Democracy. Two Experiments on Delegation in Voting","Joseph Campbell, Alessandra Casella, Lucas de Lara, Victoria Mooers, Dilip Ravindran","General Economics (econ.GN)","Abstract:Liquid Democracy is a voting system touted as the golden medium between representative and direct democracy: decisions are taken by referendum, but voters can delegate their votes as they wish. The outcome can be superior to simple majority voting, but even when experts are correctly identified, delegation must be used sparely. We ran two very different experiments: one follows a tightly controlled lab design; the second is a perceptual task run online where the precision of information is ambiguous. In both experiments, delegation rates are high, and Liquid Democracy underperforms both universal voting and the simpler option of allowing abstention.","Mon, 19 Dec 2022 18:44:13 UTC (1,243 KB)"
"93","Incorporating Prior Knowledge of Latent Group Structure in Panel Data Models","Boyuan Zhang","Econometrics (econ.EM)","Abstract:The assumption of group heterogeneity has become popular in panel data models. We develop a constrained Bayesian grouped estimator that exploits researchers' prior beliefs on groups in a form of pairwise constraints, indicating whether a pair of units is likely to belong to a same group or different groups. We propose a prior to incorporate the pairwise constraints with varying degrees of confidence. The whole framework is built on the nonparametric Bayesian method, which implicitly specifies a distribution over the group partitions, and so the posterior analysis takes the uncertainty of the latent group structure into account. Monte Carlo experiments reveal that adding prior knowledge yields more accurate estimates of coefficient and scores predictive gains over alternative estimators. We apply our method to two empirical applications. In a first application to forecasting U.S. CPI inflation, we illustrate that prior knowledge of groups improves density forecasts when the data is not entirely informative. A second application revisits the relationship between a country's income and its democratic transition; we identify heterogeneous income effects on democracy with five distinct groups over ninety countries.","Wed, 30 Nov 2022 03:32:58 UTC (25,611 KB)[v2] Wed, 29 Mar 2023 17:11:04 UTC (27,226 KB)[v3] Sat, 28 Oct 2023 18:46:34 UTC (27,227 KB)"
"94","DeepParliament: A Legal domain Benchmark & Dataset for Parliament Bills Prediction","Ankit Pal","Computation and Language (cs.CL)","Abstract:This paper introduces DeepParliament, a legal domain Benchmark Dataset that gathers bill documents and metadata and performs various bill status classification tasks. The proposed dataset text covers a broad range of bills from 1986 to the present and contains richer information on parliament bill content. Data collection, detailed statistics and analyses are provided in the paper. Moreover, we experimented with different types of models ranging from RNN to pretrained and reported the results. We are proposing two new benchmarks: Binary and Multi-Class Bill Status classification. Models developed for bill documents and relevant supportive tasks may assist Members of Parliament (MPs), presidents, and other legal practitioners. It will help review or prioritise bills, thus speeding up the billing process, improving the quality of decisions and reducing the time consumption in both houses. Considering that the foundation of the country's democracy is Parliament and state legislatures, we anticipate that our research will be an essential addition to the Legal NLP community. This work will be the first to present a Parliament bill prediction task. In order to improve the accessibility of legal AI resources and promote reproducibility, we have made our code and dataset publicly accessible at this http URL","Tue, 15 Nov 2022 04:55:32 UTC (2,518 KB)"
"95","Pandering in a Flexible Representative Democracy","Xiaolin Sun, Jacob Masur, Ben Abramowitz, Nicholas Mattei, Zizhan Zheng","Multiagent Systems (cs.MA)","Abstract:In representative democracies, the election of new representatives in regular election cycles is meant to prevent corruption and other misbehavior by elected officials and to keep them accountable in service of the ``will of the people."" This democratic ideal can be undermined when candidates are dishonest when campaigning for election over these multiple cycles or rounds of voting. Much of the work on COMSOC to date has investigated strategic actions in only a single round. We introduce a novel formal model of \emph{pandering}, or strategic preference reporting by candidates seeking to be elected, and examine the resilience of two democratic voting systems to pandering within a single round and across multiple rounds. The two voting systems we compare are Representative Democracy (RD) and Flexible Representative Democracy (FRD). For each voting system, our analysis centers on the types of strategies candidates employ and how voters update their views of candidates based on how the candidates have pandered in the past. We provide theoretical results on the complexity of pandering in our setting for a single cycle, formulate our problem for multiple cycles as a Markov Decision Process, and use reinforcement learning to study the effects of pandering by both single candidates and groups of candidates across a number of rounds.","Fri, 18 Nov 2022 02:19:28 UTC (593 KB)[v2] Fri, 24 Feb 2023 16:52:13 UTC (916 KB)"
"96","Composite Consensus-Building Process: Permissible Meeting Analysis and Compromise Choice Exploration","Yasuhiro Asa, Takeshi Kato, Ryuji Mine","Computer Science and Game Theory (cs.GT)","Abstract:In solving today's social issues, it is necessary to determine solutions that are acceptable to all stakeholders and collaborate to apply them. The conventional technology of ""permissive meeting analysis"" derives a consensusable choice that falls within everyone's permissible range through mathematical analyses; however, it tends to be biased toward the majority in a group, making it difficult to reach a consensus when a conflict arises. To support consensus building (defined here as an acceptable compromise that not everyone rejects), we developed a composite consensus-building process. The developed process addresses this issue by combining permissible meeting analysis with a new ""compromise choice-exploration"" technology, which presents a consensusable choice that emphasizes fairness and equality among everyone when permissible meeting analysis fails to do so. When both permissible meeting analysis and compromise choice exploration do not arrive at a consensus, a facility is provided to create a sublated choice among those provided by them. The trial experimental results confirmed that permissive meeting analysis and compromise choice exploration are sufficiently useful for deriving consensusable choices. Furthermore, we found that compromise choice exploration is characterized by its ability to derive choices that control the balance between compromise and fairness. Our proposed composite consensus-building approach could be applied in a wide range of situations, from local issues in municipalities and communities to international issues such as environmental protection and human rights issues. It could also aid in developing digital democracy and platform cooperativism.","Wed, 16 Nov 2022 00:49:01 UTC (565 KB)"
"97","Quantifying the `end of history' through a Bayesian Markov-chain approach","Florian Klimm","Physics and Society (physics.soc-ph)","Abstract:Political regimes have been changing throughout human history. After the apparent triumph of liberal democracies at the end of the twentieth century, Francis Fukuyama and others have been arguing that humankind is approaching an `end of history' (EoH) in the form of a universality of liberal democracies. This view has been challenged by recent developments that seem to indicate the rise of defective democracies across the globe. There has been no attempt to quantify the expected EoH with a statistical approach. In this study, we model the transition between political regimes as a Markov process and -- using a Bayesian inference approach -- we estimate the transition probabilities between political regimes from time-series data describing the evolution of political regimes from 1800--2018. We then compute the steady state for this Markov process which represents a mathematical abstraction of the EoH and predicts that approximately 46 % of countries will be full democracies. Furthermore, we find that, under our model, the fraction of autocracies in the world is expected to increase for the next half-century before it declines. Using random-walk theory, we then estimate survival curves of different types of regimes and estimate characteristic lifetimes of democracies and autocracies of 244 years and 69 years, respectively. Quantifying the expected EoH allows us to challenge common beliefs about the nature of political equilibria. Specifically, we find no statistical evidence that the EoH constitutes a fixed, complete omnipresence of democratic regimes.","Thu, 3 Nov 2022 16:40:04 UTC (4,442 KB)"
"98","How Democracies Polarize: A Multilevel Perspective","Sihao Huang, Alexander F. Siegenfeld, Andrew Gelman","Applications (stat.AP)","Abstract:Democracies employ elections at various scales to select officials at the corresponding levels of administration. The geographical distribution of political opinion, the policy issues delegated to each level, and the multilevel interactions between elections can all greatly impact the makeup of these representative bodies. This perspective is not new: the adoption of federal systems has been motivated by the idea that they possess desirable traits not provided by democracies on a single scale. Yet most existing models of polarization do not capture how nested local and national elections interact with heterogeneous political geographies. We begin by developing a framework to describe the multilevel distribution of opinions and analyze the flow of variance among geographic scales, applying it to historical data in the United States from 1912 to 2020. We describe how unstable elections can arise due to the spatial distribution of opinions and how tradeoffs occur between national and local elections. We also examine multi-dimensional spaces of political opinion, for which we show that a decrease in local salience can constrain the dimensions along which elections occur, preventing a federal system from serving as an effective safeguard against polarization. These analyses, based on the interactions between elections and opinion distributions at various scales, offer insights into how democracies can be strengthened to mitigate polarization and increase electoral representation.","Wed, 2 Nov 2022 16:30:51 UTC (6,763 KB)"
"99","Good governance and national information transparency: A comparative study of 117 countries","Mahmood Khosrowjerdi","Human-Computer Interaction (cs.HC)","Abstract:Information transparency is a major building block of responsible governments. We explored factors influencing the information transparency of 117 world nations. After controlling for the effects of confounding variables of wealth (GDP per capita), corruption rate, population density, human capital, and telecommunication infrastructure, we found that the good governance indices (democracy, economy, and management) were strong and stable predictors of information transparency of world nations.","Mon, 24 Oct 2022 12:09:00 UTC (2,183 KB)"
"100","Voter Coalitions and democracy in Decentralized Finance: Evidence from MakerDAO","Xiaotong Sun, Xi Chen, Charalampos Stasinakis, Georgios Sermpinis","Social and Information Networks (cs.SI)","Abstract:Decentralized Autonomous Organization (DAO) provides a decentralized governance solution through blockchain, where decision-making process relies on on-chain voting and follows majority rule. This paper focuses on MakerDAO, and we find three voter coalitions after applying clustering algorithm to voting history. The emergence of a dominant voter coalition is a signal of governance centralization in DAO, and voter coalitions have complicated influence on Maker protocol, which is governed by MakerDAO. This paper presents empirical evidence of multicoalition democracy in DAO and further contributes to the contemporary debate on whether decentralized governance is possible.","Thu, 20 Oct 2022 12:27:41 UTC (2,123 KB)[v2] Fri, 20 Jan 2023 13:41:57 UTC (2,267 KB)[v3] Wed, 1 Mar 2023 20:03:26 UTC (2,323 KB)[v4] Mon, 19 Jun 2023 13:21:50 UTC (1,171 KB)"
"101","A Liquid Democracy System for Human-Computer Societies","Anton Kolonin, Ben Goertzel, Cassio Pennachin, Deborah Duong, Marco Argentieri, Matt Iklé, Nejc Znidar","Multiagent Systems (cs.MA)","Abstract:Problem of reliable democratic governance is critical for survival of any community, and it will be critical for communities powered with Artificial Intelligence (AI) systems upon developments of the latter. Apparently, it will be getting more and more critical because of increasing speeds and scales of electronic communications and decreasing latencies in system responses. In order to address this need, we present design and implementation of a reputation system supporting ""liquid democracy"" principle. The system is based on ""weighted liquid rank"" algorithm employing different sorts of explicit and implicit ratings being exchanged by members of the society as well as implicit assessments of of the members based on measures of their activity in the society. The system is evaluated against live social network data with help of simulation modelling for an online marketplace case.","Wed, 5 Oct 2022 15:57:49 UTC (531 KB)"
"102","Generalizing Liquid Democracy to multi-agent delegation: A Voting Power Measure and Equilibrium Analysis","Francisco M. Bersetche","Multiagent Systems (cs.MA)","Abstract:Liquid democracy has gained popularity in recent years due to its ability to balance representation and delegation of power. In this work, we propose a generalization of the classic model that allows for fractional delegation of voting weight. Our approach enables agents to divide and delegate their votes to multiple agents, while retaining a portion of the voting power for themselves. We discuss the desirable properties of a reasonable generalization of the classic model and introduce a set of simpler voting measures that include a penalty factor on the length of delegation chains. We demonstrate that the proposed voting measure is a well-defined limit of these simpler measures when the penalty approaches zero, and inherits key features of the classic model. In the second part of the article, we investigate the existence of equilibrium states in a delegation game that employs the suggested measures. We show that this game has pure strategy Nash equilibria as long as a penalty on the length of delegation chains is enforced.","Wed, 28 Sep 2022 14:25:36 UTC (19 KB)[v2] Mon, 24 Apr 2023 18:50:42 UTC (29 KB)"
"103","How GPT-3 responds to different publics on climate change and Black Lives Matter: A critical appraisal of equity in conversational AI","Kaiping Chen, Anqi Shao, Jirayu Burapacheep, Yixuan Li","Artificial Intelligence (cs.AI)","Abstract:Autoregressive language models, which use deep learning to produce human-like texts, have become increasingly widespread. Such models are powering popular virtual assistants in areas like smart health, finance, and autonomous driving. While the parameters of these large language models are improving, concerns persist that these models might not work equally for all subgroups in society. Despite growing discussions of AI fairness across disciplines, there lacks systemic metrics to assess what equity means in dialogue systems and how to engage different populations in the assessment loop. Grounded in theories of deliberative democracy and science and technology studies, this paper proposes an analytical framework for unpacking the meaning of equity in human-AI dialogues. Using this framework, we conducted an auditing study to examine how GPT-3 responded to different sub-populations on crucial science and social topics: climate change and the Black Lives Matter (BLM) movement. Our corpus consists of over 20,000 rounds of dialogues between GPT-3 and 3290 individuals who vary in gender, race and ethnicity, education level, English as a first language, and opinions toward the issues. We found a substantively worse user experience with GPT-3 among the opinion and the education minority subpopulations; however, these two groups achieved the largest knowledge gain, changing attitudes toward supporting BLM and climate change efforts after the chat. We traced these user experience divides to conversational differences and found that GPT-3 used more negative expressions when it responded to the education and opinion minority groups, compared to its responses to the majority groups. We discuss the implications of our findings for a deliberative conversational AI system that centralizes diversity, equity, and inclusion.","Tue, 27 Sep 2022 18:44:41 UTC (1,360 KB)[v2] Tue, 14 Mar 2023 21:47:37 UTC (487 KB)"
"104","Application of Liquid Rank Reputation System for Content Recommendation","Abhishek Saxena (Novosibirsk State University), Anton Kolonin (Novosibirsk State University)","Information Retrieval (cs.IR)","Abstract:An effective content recommendation on social media platforms should be able to benefit both creators to earn fair compensation and consumers to enjoy really relevant, interesting, and personalized content. In this paper, we propose a model to implement the liquid democracy principle for the content recommendation system. It uses a personalized recommendation model based on reputation ranking system to encourage personal interests driven recommendation. Moreover, the personalization factors to an end users' higher-order friends on the social network (initial input Twitter channels in our case study) to improve the accuracy and diversity of recommendation results. This paper analyzes the dataset based on cryptocurrency news on Twitter to find the opinion leader using the liquid rank reputation system. This paper deals with the tier-2 implementation of a liquid rank in a content recommendation model. This model can be also used as an additional layer in the other recommendation systems. The paper proposes the implementation, challenges, and future scope of the liquid rank reputation model.","Thu, 15 Sep 2022 22:47:28 UTC (762 KB)"
"105","The Role of Bias in News Recommendation in the Perception of the Covid-19 Pandemic","Thomas Elmar Kolb, Irina Nalis, Mete Sertkan, Julia Neidhardt","Computers and Society (cs.CY)","Abstract:News recommender systems (NRs) have been shown to shape public discourse and to enforce behaviors that have a critical, oftentimes detrimental effect on democracies. Earlier research on the impact of media bias has revealed their strong impact on opinions and preferences. Responsible NRs are supposed to have depolarizing capacities, once they go beyond accuracy measures. We performed sequence prediction by using the BERT4Rec algorithm to investigate the interplay of news of coverage and user behavior. Based on live data and training of a large data set from one news outlet ""event bursts"", ""rally around the flag"" effect and ""filter bubbles"" were investigated in our interdisciplinary approach between data science and psychology. Potentials for fair NRs that go beyond accuracy measures are outlined via training of the models with a large data set of articles, keywords, and user behavior. The development of the news coverage and user behavior of the COVID-19 pandemic from primarily medical to broader political content and debates was traced. Our study provides first insights for future development of responsible news recommendation that acknowledges user preferences while stimulating diversity and accountability instead of accuracy, only.","Thu, 15 Sep 2022 21:10:11 UTC (1,030 KB)"
"106","Fine-Grained Liquid Democracy for Cumulative Ballots","Matthias Köppe, Martin Koutecký, Krzysztof Sornat, Nimrod Talmon","Computer Science and Game Theory (cs.GT)","Abstract:We investigate efficient ways for the incorporation of liquid democracy into election settings in which voters submit cumulative ballots, i.e., when each voter is assigned a virtual coin that she can then distribute as she wishes among the available election options. In particular, we are interested in fine-grained liquid democracy, meaning that voters are able to designate a partial coin to a set of election options and delegate the decision on how to further split this partial coin among those election options to another voter of her choice. The fact that we wish such delegations to be transitive -- combined with our aim at fully respecting such delegations -- means that inconsistencies and cycles can occur, thus we set to find computationally-efficient ways of resolving voter delegations. To this aim we develop a theory based fixed-point theorems and mathematical programming techniques and we show that for various variants of definitions regarding how to resolve such transitive delegations, there is always a feasible resolution; and we identify under which conditions such solutions are efficiently computable.","Tue, 30 Aug 2022 17:58:08 UTC (20 KB)"
"107","From alternative conceptions of honesty to alternative facts in communications by U.S. politicians","Jana Lasser, Segun Taofeek Aroyehun, Fabio Carrella, Almog Simchon, David Garcia, Stephan Lewandowsky","Computers and Society (cs.CY)","Abstract:The spread of online misinformation on social media is increasingly perceived as a problem for societal cohesion and democracy. The role of political leaders in this process has attracted less research attention, even though politicians who ""speak their mind"" are perceived by segments of the public as authentic and honest even if their statements are unsupported by evidence. Analyzing communications by members of the U.S. Congress on Twitter between 2011 and 2022, we show that politicians' conception of honesty has undergone a distinct shift, with authentic belief-speaking that may be decoupled from evidence becoming more prominent and more differentiated from explicitly evidence-based truth seeking. We show that for Republicans - but not Democrats - an increase of belief-speaking of 10% is associated with a decrease of 12.8 points of quality (NewsGuard scoring system) in the sources shared in a tweet. Conversely, an increase in truth-seeking language is associated with an increase in quality of sources for both parties. The results support the hypothesis that the current dissemination of misinformation in political discourse is in part driven by an alternative understanding of truth and honesty that emphasizes invocation of subjective belief at the expense of reliance on evidence.","Tue, 23 Aug 2022 08:59:32 UTC (1,940 KB)[v2] Tue, 13 Dec 2022 17:23:26 UTC (7,681 KB)[v3] Wed, 14 Jun 2023 15:51:37 UTC (5,163 KB)"
"108","Decentralized Collaborative Learning with Probabilistic Data Protection","Tsuyoshi Idé, Rudy Raymond","Machine Learning (cs.LG)","Abstract:We discuss future directions of Blockchain as a collaborative value co-creation platform, in which network participants can gain extra insights that cannot be accessed when disconnected from the others. As such, we propose a decentralized machine learning framework that is carefully designed to respect the values of democracy, diversity, and privacy. Specifically, we propose a federated multi-task learning framework that integrates a privacy-preserving dynamic consensus algorithm. We show that a specific network topology called the expander graph dramatically improves the scalability of global consensus building. We conclude the paper by making some remarks on open problems.","Tue, 23 Aug 2022 01:48:10 UTC (753 KB)[v2] Wed, 24 Aug 2022 01:21:01 UTC (754 KB)"
